path,before_sha256,after_sha256,status
output/main_question_status.csv,6fb92432a053a9ca153b4175a3e25b497aab510753f8a74c4113742507765dc9,6fb92432a053a9ca153b4175a3e25b497aab510753f8a74c4113742507765dc9,PASS
output/mcb_predicate_audit.json,4558542fe0f778c5a5888ff9b63f9a4157f043f41b4be51ed79606777539d804,4558542fe0f778c5a5888ff9b63f9a4157f043f41b4be51ed79606777539d804,PASS
output/native_boundary_mismatch.csv,188fb7777a617eb783cb79150c7b355fa03bfc50c2449853e2e388c24ccd06b3,188fb7777a617eb783cb79150c7b355fa03bfc50c2449853e2e388c24ccd06b3,PASS
output/native_request_comparison.csv,b91e7e12e5d97a8b807bbee6284b1a65467e027b59ab0b609de9f82748a34ed1,b91e7e12e5d97a8b807bbee6284b1a65467e027b59ab0b609de9f82748a34ed1,PASS
output/requirement_test_coverage.csv,7178399ae9115577c999b9834ebb0df70ba9eace972bc4d34f875ae43b3574c7,7178399ae9115577c999b9834ebb0df70ba9eace972bc4d34f875ae43b3574c7,PASS
output/rollforward_identity_audit.csv,1948c0f918428ecb01a446e09d2f819db7ddde3193f9bd33b51ef2879df51c88,1948c0f918428ecb01a446e09d2f819db7ddde3193f9bd33b51ef2879df51c88,PASS
output/test_results.json,4a5d2fd60f61973fd3f8fe1da1011494d9158d48b9c99090621dca616ff594ea,4a5d2fd60f61973fd3f8fe1da1011494d9158d48b9c99090621dca616ff594ea,PASS
reports/2024_drawdown_anatomy.md,5dfd9b511ab604890bbf9779a38acc6f49cc8b2fcd64e8ab856a699dc206170a,5dfd9b511ab604890bbf9779a38acc6f49cc8b2fcd64e8ab856a699dc206170a,PASS
reports/2025_profit_anatomy.md,8db4d8981c821501b8032d55d974f059010f4c7c74e668929cca10376c2c0cf3,8db4d8981c821501b8032d55d974f059010f4c7c74e668929cca10376c2c0cf3,PASS
reports/2026_drawdown_anatomy.md,005847e85093e9d0a5a7db7c2085851b228981f618d7376c29c9298575b5b1b4,005847e85093e9d0a5a7db7c2085851b228981f618d7376c29c9298575b5b1b4,PASS
reports/g25_capacity.md,1c27d56e4006cddbd95b45a6c8c2f07f399d839aa6cbdc36599f18b8e22663ea,1c27d56e4006cddbd95b45a6c8c2f07f399d839aa6cbdc36599f18b8e22663ea,PASS
reports/regime_evidence.md,0fd83510d003a6a758dac1d3b131363816e772719a94de3c887014bf4e93c9b3,0fd83510d003a6a758dac1d3b131363816e772719a94de3c887014bf4e93c9b3,PASS
reports/scaling_mechanics_attribution.md,7b894a10171ce308482ed2773b6f254b0593947b8ec5eb6d636fee3cf8485371,7b894a10171ce308482ed2773b6f254b0593947b8ec5eb6d636fee3cf8485371,PASS
tests/test_identity.py,5684f7ed6f928debf621b266de49dfc5bac92ebe541a8ae706812380957f7754,5684f7ed6f928debf621b266de49dfc5bac92ebe541a8ae706812380957f7754,PASS
